,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
13607,ENSG00000115977,69457997,69674349,2,protein_coding,AAK1,ENSMUSG00000057230,86826499,86980205,6,protein_coding,Aak1
8988,ENSG00000087884,77821109,77918432,11,protein_coding,AAMDC,ENSMUSG00000035642,97199538,97228704,7,protein_coding,Aamdc
880,ENSG00000127837,218264129,218270178,2,protein_coding,AAMP,ENSMUSG00000006299,74318999,74323897,1,protein_coding,Aamp
2465,ENSG00000129673,76453351,76470117,17,protein_coding,AANAT,ENSMUSG00000020804,116477258,116488506,11,protein_coding,Aanat
5552,ENSG00000131043,36236131,36270918,20,protein_coding,AAR2,ENSMUSG00000027628,156389504,156410892,2,protein_coding,Aar2
14526,ENSG00000205002,116938207,116944487,8,protein_coding,AARD,ENSMUSG00000068522,51903503,51909118,15,protein_coding,Aard
7720,ENSG00000090861,70251983,70289707,16,protein_coding,AARS1,ENSMUSG00000031960,111759776,111784296,8,protein_coding,Aars
3730,ENSG00000124608,44298731,44313347,6,protein_coding,AARS2,ENSMUSG00000023938,45817767,45831769,17,protein_coding,Aars2
13447,ENSG00000157426,56338287,56387508,4,protein_coding,AASDH,ENSMUSG00000055923,77021506,77053361,5,protein_coding,Aasdh
4648,ENSG00000149313,106075501,106098699,11,protein_coding,AASDHPPT,ENSMUSG00000025894,4294793,4309471,9,protein_coding,Aasdhppt
6671,ENSG00000008311,122064583,122144308,7,protein_coding,AASS,ENSMUSG00000029695,23072172,23132985,6,protein_coding,Aass
1770,ENSG00000275700,36948925,37056871,17,protein_coding,AATF,ENSMUSG00000018697,84313681,84404348,11,protein_coding,Aatf
4452,ENSG00000181409,81110487,81166221,17,protein_coding,AATK,ENSMUSG00000025375,119898139,119937993,11,protein_coding,Aatk
13602,ENSG00000214212,10836575,10869790,19,protein_coding,C19orf38,ENSMUSG00000057191,21437472,21456629,9,protein_coding,AB124611
13666,ENSG00000183044,8674596,8784575,16,protein_coding,ABAT,ENSMUSG00000057880,8331293,8439432,16,protein_coding,Abat
1405,ENSG00000165029,104781006,104928155,9,protein_coding,ABCA1,ENSMUSG00000015243,53030787,53159895,4,protein_coding,Abca1
12647,ENSG00000144452,214931542,215138626,2,protein_coding,ABCA12,ENSMUSG00000050296,71281435,71454069,1,protein_coding,Abca12
669,ENSG00000179869,48171458,48647497,7,protein_coding,ABCA13,ENSMUSG00000004668,9141942,9634259,11,protein_coding,Abca13
5210,ENSG00000107331,137007234,137028915,9,protein_coding,ABCA2,ENSMUSG00000026944,25318715,25338552,2,protein_coding,Abca2
3839,ENSG00000167972,2275881,2340746,16,protein_coding,ABCA3,ENSMUSG00000024130,24570924,24629175,17,protein_coding,Abca3
5805,ENSG00000198691,93992834,94121148,1,protein_coding,ABCA4,ENSMUSG00000028125,121838092,121973772,3,protein_coding,Abca4
1782,ENSG00000154265,69244311,69327244,17,protein_coding,ABCA5,ENSMUSG00000018800,110160195,110228542,11,protein_coding,Abca5
11624,ENSG00000154262,69078702,69141895,17,protein_coding,ABCA6,ENSMUSG00000044749,110067646,110142602,11,protein_coding,Abca6
9007,ENSG00000064687,1039997,1065572,19,protein_coding,ABCA7,ENSMUSG00000035722,79832328,79851406,10,protein_coding,Abca7
2354,ENSG00000141338,68867289,68955392,17,protein_coding,ABCA8,ENSMUSG00000020620,109823016,109886671,11,protein_coding,Abca8b
10971,ENSG00000154258,68974488,69060949,17,protein_coding,ABCA9,ENSMUSG00000041797,109991575,110059022,11,protein_coding,Abca9
7728,ENSG00000135776,229516582,229558707,1,protein_coding,ABCB10,ENSMUSG00000031974,124679198,124709861,8,protein_coding,Abcb10
5257,ENSG00000073734,168915498,169031324,2,protein_coding,ABCB11,ENSMUSG00000027048,69068626,69172960,2,protein_coding,Abcb11
11169,ENSG00000005471,87401696,87480435,7,protein_coding,ABCB4,ENSMUSG00000042476,8943717,9009231,5,protein_coding,Abcb4
14836,ENSG00000004846,20615667,20777038,7,protein_coding,ABCB5,ENSMUSG00000072791,118831559,118930156,12,protein_coding,Abcb5
4802,ENSG00000115657,219209772,219218994,2,protein_coding,ABCB6,ENSMUSG00000026198,75148361,75157036,1,protein_coding,Abcb6
7372,ENSG00000131269,75051048,75156732,X,protein_coding,ABCB7,ENSMUSG00000031333,103324263,103457462,X,protein_coding,Abcb7
6273,ENSG00000197150,151028422,151047782,7,protein_coding,ABCB8,ENSMUSG00000028973,24598661,24615052,5,protein_coding,Abcb8
6515,ENSG00000150967,122920951,122981649,12,protein_coding,ABCB9,ENSMUSG00000029408,124199593,124233861,5,protein_coding,Abcb9
3627,ENSG00000103222,15949138,16143257,16,protein_coding,ABCC1,ENSMUSG00000023088,14179422,14293601,16,protein_coding,Abcc1
9330,ENSG00000140798,48080882,48156018,16,protein_coding,ABCC12,ENSMUSG00000036872,87208889,87307315,8,protein_coding,Abcc12
4364,ENSG00000023839,99782640,99852594,10,protein_coding,ABCC2,ENSMUSG00000025194,43770631,43829179,19,protein_coding,Abcc2
2500,ENSG00000108846,50634777,50692253,17,protein_coding,ABCC3,ENSMUSG00000020865,94234121,94283823,11,protein_coding,Abcc3
8156,ENSG00000125257,95019835,95301475,13,protein_coding,ABCC4,ENSMUSG00000032849,118720104,118943631,14,protein_coding,Abcc4
3494,ENSG00000114770,183919934,184017939,3,protein_coding,ABCC5,ENSMUSG00000022822,20150053,20245144,16,protein_coding,Abcc5
7167,ENSG00000091262,16149565,16223522,16,protein_coding,ABCC6,ENSMUSG00000030834,45616979,45679726,7,protein_coding,Abcc6
10473,ENSG00000006071,17392498,17476894,11,protein_coding,ABCC8,ENSMUSG00000040136,45753947,45829457,7,protein_coding,Abcc8
6892,ENSG00000069431,21797389,21942543,12,protein_coding,ABCC9,ENSMUSG00000030249,142533588,142648041,6,protein_coding,Abcc9
7396,ENSG00000101986,153724856,153744755,X,protein_coding,ABCD1,ENSMUSG00000031378,72760203,72782140,X,protein_coding,Abcd1
13428,ENSG00000173208,39550033,39619803,12,protein_coding,ABCD2,ENSMUSG00000055782,91030074,91076002,15,protein_coding,Abcd2
5807,ENSG00000117528,94418389,94518666,1,protein_coding,ABCD3,ENSMUSG00000028127,121552423,121608951,3,protein_coding,Abcd3
2682,ENSG00000119688,74285269,74303055,14,protein_coding,ABCD4,ENSMUSG00000021240,84648238,84664187,12,protein_coding,Abcd4
13707,ENSG00000164163,145098288,145129524,4,protein_coding,ABCE1,ENSMUSG00000058355,80410091,80438369,8,protein_coding,Abce1
10020,ENSG00000204574,30571393,30597179,6,protein_coding,ABCF1,ENSMUSG00000038762,36267711,36280653,17,protein_coding,Abcf1
6257,ENSG00000033050,151211484,151227205,7,protein_coding,ABCF2,ENSMUSG00000028953,24770343,24782465,5,protein_coding,Abcf2
493,ENSG00000161204,184186095,184194012,3,protein_coding,ABCF3,ENSMUSG00000003234,20367327,20380129,16,protein_coding,Abcf3
3780,ENSG00000160179,42199689,42297244,21,protein_coding,ABCG1,ENSMUSG00000024030,31276649,31336962,17,protein_coding,Abcg1
6461,ENSG00000118777,88090150,88231628,4,protein_coding,ABCG2,ENSMUSG00000029299,105082923,105130584,5,protein_coding,Abcg3
7829,ENSG00000172350,119149052,119162653,11,protein_coding,ABCG4,ENSMUSG00000032131,44184485,44199912,9,protein_coding,Abcg4
10595,ENSG00000138075,43812472,43838865,2,protein_coding,ABCG5,ENSMUSG00000040505,84965662,84990439,17,protein_coding,Abcg5
3910,ENSG00000143921,43831942,43882988,2,protein_coding,ABCG8,ENSMUSG00000024254,84983730,85007761,17,protein_coding,Abcg8
937,ENSG00000143994,27123789,27130812,2,protein_coding,ABHD1,ENSMUSG00000006638,31107410,31112435,5,polymorphic_pseudogene,Abhd1
8241,ENSG00000144827,111979010,111993368,3,protein_coding,ABHD10,ENSMUSG00000033157,45550088,45563318,16,protein_coding,Abhd10
10605,ENSG00000106077,73736094,73738852,7,protein_coding,ABHD11,ENSMUSG00000040532,135038006,135041029,5,protein_coding,Abhd11
7774,ENSG00000100997,25294742,25390835,20,protein_coding,ABHD12,ENSMUSG00000032046,150674413,150746661,2,protein_coding,Abhd12
15420,ENSG00000131969,50872053,50904970,14,protein_coding,ABHD12B,ENSMUSG00000090121,70200916,70230661,12,protein_coding,Abhd12b
10556,ENSG00000139826,108218392,108234243,13,protein_coding,ABHD13,ENSMUSG00000040396,10027707,10042155,8,protein_coding,Abhd13
11077,ENSG00000248487,51971426,51981196,3,protein_coding,ABHD14A,ENSMUSG00000042210,106317250,106324877,9,protein_coding,Abhd14a
11039,ENSG00000114779,51968510,51983409,3,protein_coding,ABHD14B,ENSMUSG00000042073,106324658,106330122,9,protein_coding,Abhd14b
95,ENSG00000168792,29560547,29567037,17,protein_coding,ABHD15,ENSMUSG00000000686,77405947,77429433,11,protein_coding,Abhd15
979,ENSG00000204427,31686955,31703356,6,protein_coding,ABHD16A,ENSMUSG00000007036,35308239,35321963,17,protein_coding,Abhd16a
13440,ENSG00000183260,63861498,63862988,20,protein_coding,ABHD16B,ENSMUSG00000055882,181134999,181136773,2,protein_coding,Abhd16b
507,ENSG00000129968,1876810,1885496,19,protein_coding,ABHD17A,ENSMUSG00000003346,80419488,80426175,10,protein_coding,Abhd17a
12105,ENSG00000107362,71862452,71911193,9,protein_coding,ABHD17B,ENSMUSG00000047368,21630549,21663001,19,protein_coding,Abhd17b
9896,ENSG00000136379,80679684,80755621,15,protein_coding,ABHD17C,ENSMUSG00000038459,83758564,83801101,7,protein_coding,Abhd17c
9647,ENSG00000164074,127965306,128039953,4,protein_coding,ABHD18,ENSMUSG00000037818,40801405,40892573,3,protein_coding,Abhd18
10176,ENSG00000140526,89087459,89202355,15,protein_coding,ABHD2,ENSMUSG00000039202,78922947,79015256,7,protein_coding,Abhd2
392,ENSG00000158201,21650901,21704780,18,protein_coding,ABHD3,ENSMUSG00000002475,10642092,10706771,18,protein_coding,Abhd3
10758,ENSG00000100439,22598290,22612963,14,protein_coding,ABHD4,ENSMUSG00000040997,54491645,54508094,14,protein_coding,Abhd4
8044,ENSG00000011198,43690108,43734371,3,protein_coding,ABHD5,ENSMUSG00000032540,122180673,122210589,9,protein_coding,Abhd5
4412,ENSG00000163686,58237532,58295693,3,protein_coding,ABHD6,ENSMUSG00000025277,14413010,14466871,14,protein_coding,Abhd6
1030,ENSG00000127220,17292131,17310236,19,protein_coding,ABHD8,ENSMUSG00000007950,71909349,71916299,8,protein_coding,Abhd8
13756,ENSG00000136754,26746593,26861087,10,protein_coding,ABI1,ENSMUSG00000058835,22830085,22930253,2,protein_coding,Abi1
5111,ENSG00000138443,203328280,203447728,2,protein_coding,ABI2,ENSMUSG00000026782,60448778,60520317,1,protein_coding,Abi2
1711,ENSG00000108798,49210411,49223225,17,protein_coding,ABI3,ENSMUSG00000018381,95720900,95733302,11,protein_coding,Abi3
8875,ENSG00000154175,100749156,100993515,3,protein_coding,ABI3BP,ENSMUSG00000035258,56298241,56510498,16,protein_coding,Abi3bp
10044,ENSG00000119328,108934400,108950744,9,protein_coding,ABITRAM,ENSMUSG00000038827,56802345,56809601,4,protein_coding,Abitram
5157,ENSG00000097007,130713016,130887675,9,protein_coding,ABL1,ENSMUSG00000026842,31578388,31694239,2,protein_coding,Abl1
5006,ENSG00000143322,179099330,179229684,1,protein_coding,ABL2,ENSMUSG00000026596,156386356,156477138,1,protein_coding,Abl2
4313,ENSG00000099204,114431112,114768061,10,protein_coding,ABLIM1,ENSMUSG00000025085,57021165,57303351,19,protein_coding,Ablim1
6342,ENSG00000163995,7965310,8158832,4,protein_coding,ABLIM2,ENSMUSG00000029095,35915224,36042317,5,protein_coding,Ablim2
8120,ENSG00000173210,149141483,149260542,5,protein_coding,ABLIM3,ENSMUSG00000032735,61932463,62044895,18,protein_coding,Ablim3
1474,ENSG00000175164,133233278,133276024,9,protein_coding,ABO,ENSMUSG00000015787,26732515,26754991,2,protein_coding,Abo
1623,ENSG00000159842,1003519,1229738,17,protein_coding,ABR,ENSMUSG00000017631,76307560,76514384,11,protein_coding,Abr
11296,ENSG00000174429,106759483,106770244,8,protein_coding,ABRA,ENSMUSG00000042895,41727472,41733116,15,protein_coding,Abra
15185,ENSG00000146386,139028745,139043302,6,protein_coding,ABRACL,ENSMUSG00000078453,17887008,17899036,10,protein_coding,Abracl
8864,ENSG00000163322,83459517,83523348,4,protein_coding,ABRAXAS1,ENSMUSG00000035234,100953058,100968831,5,protein_coding,Abraxas1
7220,ENSG00000165660,124801819,124836667,10,protein_coding,ABRAXAS2,ENSMUSG00000030965,132460954,132486840,7,protein_coding,Abraxas2
9191,ENSG00000146109,26596953,26600739,6,protein_coding,ABT1,ENSMUSG00000036376,23602531,23608036,13,protein_coding,Abt1
6810,ENSG00000114626,127672935,127680926,3,protein_coding,ABTB1,ENSMUSG00000030083,88812896,88818966,6,protein_coding,Abtb1
8117,ENSG00000166016,34150987,34358010,11,protein_coding,ABTB2,ENSMUSG00000032724,103396655,103548768,2,protein_coding,Abtb2
9334,ENSG00000167315,49782164,49813953,18,protein_coding,ACAA2,ENSMUSG00000036880,74912268,74939279,18,protein_coding,Acaa2
2311,ENSG00000278540,37084992,37406836,17,protein_coding,ACACA,ENSMUSG00000020532,84020498,84292477,11,protein_coding,Acaca
11027,ENSG00000076555,109116587,109268226,12,protein_coding,ACACB,ENSMUSG00000042010,114284596,114388822,5,protein_coding,Acacb
15425,ENSG00000240303,132558138,132660082,3,protein_coding,ACAD11,ENSMUSG00000090150,103940576,104004924,9,protein_coding,Acad11
7724,ENSG00000151498,134253548,134265855,11,protein_coding,ACAD8,ENSMUSG00000031969,26885431,26910862,9,protein_coding,Acad8
5596,ENSG00000177646,128879596,128924003,3,protein_coding,ACAD9,ENSMUSG00000027710,36120128,36147002,3,protein_coding,Acad9
4702,ENSG00000115361,210187126,210225447,2,protein_coding,ACADL,ENSMUSG00000026003,66869998,66902436,1,protein_coding,Acadl
14170,ENSG00000117054,75724431,75787575,1,protein_coding,ACADM,ENSMUSG00000062908,153627994,153650269,3,protein_coding,Acadm
6589,ENSG00000122971,120725774,120740008,12,protein_coding,ACADS,ENSMUSG00000029545,115248358,115257405,5,protein_coding,Acads
7180,ENSG00000196177,123008979,123058290,10,protein_coding,ACADSB,ENSMUSG00000030861,131012330,131050673,7,protein_coding,Acadsb
1751,ENSG00000072778,7217125,7225266,17,protein_coding,ACADVL,ENSMUSG00000018574,69901009,69906237,11,protein_coding,Acadvl
7052,ENSG00000157766,88803436,88875353,15,protein_coding,ACAN,ENSMUSG00000030607,78703231,78764847,7,protein_coding,Acan
247,ENSG00000072818,7336529,7351477,17,protein_coding,ACAP1,ENSMUSG00000001588,69772393,69786365,11,protein_coding,Acap1
12416,ENSG00000114331,195274745,195443044,3,protein_coding,ACAP2,ENSMUSG00000049076,30911230,31020063,16,protein_coding,Acap2
6311,ENSG00000131584,1292390,1309609,1,protein_coding,ACAP3,ENSMUSG00000029033,155976279,155991708,4,protein_coding,Acap3
7775,ENSG00000075239,108116695,108147603,11,protein_coding,ACAT1,ENSMUSG00000032047,53491822,53521682,9,protein_coding,Acat1
4957,ENSG00000182827,226144679,226186741,1,protein_coding,ACBD3,ENSMUSG00000026499,180553608,180581769,1,protein_coding,Acbd3
13567,ENSG00000181513,45132600,45144181,17,protein_coding,ACBD4,ENSMUSG00000056938,102992508,103003026,11,protein_coding,Acbd4
5110,ENSG00000107897,27168135,27243046,10,protein_coding,ACBD5,ENSMUSG00000026781,22958179,23005570,2,protein_coding,Acbd5
8382,ENSG00000230124,180269653,180502954,1,protein_coding,ACBD6,ENSMUSG00000033701,155433866,155567076,1,protein_coding,Acbd6
5038,ENSG00000176244,15075475,15088776,10,protein_coding,ACBD7,ENSMUSG00000026644,3337205,3342030,2,protein_coding,Acbd7
10517,ENSG00000110455,44065925,44084237,11,protein_coding,ACCS,ENSMUSG00000040272,93663812,93680288,2,protein_coding,Accs
15086,ENSG00000205126,44047981,44059977,11,protein_coding,ACCSL,ENSMUSG00000075023,93685706,93699502,2,protein_coding,Accsl
9712,ENSG00000102977,67657512,67660815,16,protein_coding,ACD,ENSMUSG00000038000,106422492,106427734,8,protein_coding,Acd
2397,ENSG00000159640,63477061,63498380,17,protein_coding,ACE,ENSMUSG00000020681,105858771,105880790,11,protein_coding,Ace
1427,ENSG00000130234,15494566,15607236,X,protein_coding,ACE2,ENSMUSG00000015405,162922328,162971416,X,protein_coding,Ace2
11671,ENSG00000167769,6306142,6333612,19,protein_coding,ACER1,ENSMUSG00000045019,57260490,57289126,17,protein_coding,Acer1
7128,ENSG00000078124,76860859,77026797,11,protein_coding,ACER3,ENSMUSG00000030760,97855596,97970415,7,protein_coding,Acer3
3666,ENSG00000087085,100889994,100896974,7,protein_coding,ACHE,ENSMUSG00000023328,137285781,137292728,5,protein_coding,Ache
3147,ENSG00000100813,23058564,23095614,14,protein_coding,ACIN1,ENSMUSG00000022185,54879618,54924388,14,protein_coding,Acin1
9663,ENSG00000213088,159203307,159206500,1,protein_coding,ACKR1,ENSMUSG00000037872,173159453,173161317,1,protein_coding,Ackr1
11584,ENSG00000144648,42804752,42887974,3,protein_coding,ACKR2,ENSMUSG00000044534,121727421,121740140,9,protein_coding,Ackr2
11543,ENSG00000144476,236567787,236582354,2,protein_coding,ACKR3,ENSMUSG00000044337,90131702,90144473,1,protein_coding,Ackr3
15287,ENSG00000129048,132597270,132618967,3,protein_coding,ACKR4,ENSMUSG00000079355,103961356,104004132,9,protein_coding,Ackr4
2540,ENSG00000131473,41866917,41930542,17,protein_coding,ACLY,ENSMUSG00000020917,100367179,100418826,11,protein_coding,Acly
4878,ENSG00000153086,134838616,134902034,2,protein_coding,ACMSD,ENSMUSG00000026348,127657150,127695715,1,protein_coding,Acmsd
5942,ENSG00000122729,32384603,32454769,9,protein_coding,ACO1,ENSMUSG00000028405,40143081,40198338,4,protein_coding,Aco1
3314,ENSG00000100412,41447830,41529273,22,protein_coding,ACO2,ENSMUSG00000022477,81756510,81799334,15,protein_coding,Aco2
3120,ENSG00000102794,76948511,76958638,13,protein_coding,ACOD1,ENSMUSG00000022126,103284413,103294009,14,protein_coding,Acod1
8745,ENSG00000162390,54542257,54639192,1,protein_coding,ACOT11,ENSMUSG00000034853,106601752,106662195,4,protein_coding,Acot11
2862,ENSG00000172497,81329996,81394179,5,protein_coding,ACOT12,ENSMUSG00000021620,91889631,91934267,13,protein_coding,Acot12
949,ENSG00000112304,24667035,24705065,6,protein_coding,ACOT13,ENSMUSG00000006717,25001931,25015523,13,protein_coding,Acot13
12986,ENSG00000177465,73591873,73595766,14,protein_coding,ACOT4,ENSMUSG00000052392,84085153,84095375,12,protein_coding,Acot4
11398,ENSG00000205669,73610945,73619888,14,protein_coding,ACOT6,ENSMUSG00000043487,84147428,84158123,12,protein_coding,Acot6
6246,ENSG00000097021,6264269,6393767,1,protein_coding,ACOT7,ENSMUSG00000028937,152262591,152356312,4,protein_coding,Acot7
1592,ENSG00000101473,45841721,45857405,20,protein_coding,ACOT8,ENSMUSG00000017307,164634685,164646802,2,protein_coding,Acot8
2447,ENSG00000161533,75941507,75979177,17,protein_coding,ACOX1,ENSMUSG00000020777,116062714,116089871,11,protein_coding,Acox1
2928,ENSG00000168306,58505136,58537283,3,protein_coding,ACOX2,ENSMUSG00000021751,14210420,14244262,14,protein_coding,Acox2
6345,ENSG00000087008,8366282,8440723,4,protein_coding,ACOX3,ENSMUSG00000029098,35740384,35772696,5,protein_coding,Acox3
5424,ENSG00000153093,110732539,111120610,2,protein_coding,ACOXL,ENSMUSG00000027380,127680796,127965793,2,protein_coding,Acoxl
11591,ENSG00000143727,264140,278283,2,protein_coding,ACP1,ENSMUSG00000044573,30943325,30961588,12,protein_coding,Acp1
339,ENSG00000134575,47239302,47248906,11,protein_coding,ACP2,ENSMUSG00000002103,91033230,91044443,2,protein_coding,Acp2
1257,ENSG00000142513,50790415,50795219,19,protein_coding,ACP4,ENSMUSG00000012777,43901572,43906802,7,protein_coding,Acp4
203,ENSG00000102575,11574660,11579008,19,protein_coding,ACP5,ENSMUSG00000001348,22038023,22047007,9,protein_coding,Acp5
5789,ENSG00000162836,147629652,147670524,1,protein_coding,ACP6,ENSMUSG00000028093,97066093,97084615,3,protein_coding,Acp6
9548,ENSG00000183760,39083913,39111493,19,protein_coding,ACP7,ENSMUSG00000037469,28306701,28330757,7,protein_coding,Acp7
